datetime,Open,High,Low,Close,Volume
2023-01-01 10:00:00,16528.94,16534.77,16524.48,16533.71,39.18044952
2023-01-01 10:15:00,16533.84,16537.48,16531.83,16535.8,25.61186319
2023-01-01 10:30:00,16535.24,16535.87,16524.51,16529.84,33.5485012
2023-01-01 10:45:00,16529.64,16538.71,16528.48,16538.07,31.05037505
2023-01-01 11:00:00,16538.31,16544.2,16535.88,16539.69,35.49976161
2023-01-01 11:15:00,16540.31,16540.31,16532.53,16534.76,49.92618917
2023-01-01 11:30:00,16535.33,16542.74,16533.25,16541.86,41.38633313
2023-01-01 11:45:00,16542.32,16548.12,16538.84,16547.29,37.60140868
2023-01-01 12:00:00,16547.61,16563.05,16541.95,16555.33,115.32935715
2023-01-01 12:15:00,16555.46,16561.65,16549.07,16555.42,77.44676444
2023-01-01 12:30:00,16555.49,16563.97,16547.7,16548.54,45.35678706
2023-01-01 12:45:00,16548.32,16556.09,16548.03,16554.56,47.71928264
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
...
... of lines omitted for brevity
...
2023-11-20 19:15:00,37543.27,37614.52,37498.42,37606.48,97.68265075
2023-11-20 19:30:00,37543.27,37569.4,37353.58,37354.13,616.64679702
2023-11-20 19:45:00,37359.14,37549.66,37295.27,37546.74,356.0524353
2023-11-20 20:00:00,37543.67,37884.39,37475.84,37651.01,724.88615471
2023-11-20 20:15:00,37653.08,37753.32,37594.87,37611.17,536.48951194
2023-11-20 20:30:00,37617.82,37642.67,37339.92,37446.2,986.72810039
2023-11-20 20:45:00,37446.47,37617.4,37420.49,37603.14,693.95313151
2023-11-20 21:00:00,37605.77,37725.97,37454.9,37662.21,391.98229618
2023-11-20 21:15:00,37658.25,37700,37538.33,37664.63,290.01251105
2023-11-20 21:30:00,37664.62,37733.16,37574.28,37706.94,397.93436748
2023-11-20 21:45:00,37706.94,37756.16,37620.32,37650.04,317.45403108
2023-11-20 22:00:00,37646.59,37701.77,37522.66,37662.58,210.35138904
2023-11-20 22:15:00,37661.29,37707.34,37521,37675.38,176.84769107
2023-11-20 22:30:00,37675.38,37890,37668.54,37784.32,298.00153602
2023-11-20 22:45:00,37782.28,37900,37703.79,37730.94,244.84533375
2023-11-20 23:00:00,37730.94,37879.34,37730.94,37747,352.02339907
2023-11-20 23:15:00,37747,37811.45,37638.96,37778.57,264.91800436
2023-11-20 23:30:00,37778.57,37889.66,37774.63,37866.34,270.66106907
2023-11-20 23:45:00,37865.94,37987,37806.71,37885.35,354.00723215
