timestamp,side,entry,exit,size,pnl,reason,balance
2025-12-28T15:32:08.966018+00:00,short,87893.9,,0.7047082261295646,,Grabbed Asia High + Bearish Engulfing,10000.0
2025-12-28T19:01:00.890004+00:00,short,87893.9,87589.0,0.7047082261295646,214.86553814690015,TP,10214.8655381469
